amount,currency,transaction_type,merchant_category,merchant_id,merchant_risk_score,user_id,account_age_days,kyc_level,avg_txn_amount_7d,avg_txn_amount_30d,device_type,is_new_device,ip_address,ip_risk_score,geo_location,hour,day_of_week,txn_velocity_1h,txn_velocity_24h,failed_txn_count_24h,account_balance,post_txn_balance,balance_change_ratio,amount_to_balance_ratio,is_night_txn,high_velocity_flag,unusual_location_flag,Class
7986.45,INR,ATM,investment,M502,0.37,U2993,410,1,1361,1635,tablet,0,205.166.140.80,0.34,Pune,14,3,1,12,2,39453,31466.55,0.202,0.202,0,0,0,0
26340.29,INR,ATM,electronics,M883,0.83,U3639,465,2,2931,2692,desktop,1,198.191.86.25,0.89,Pune,0,0,13,17,5,27748,1407.71,0.949,0.949,1,1,1,1
1754.37,INR,netbanking,gaming,M293,0.36,U1269,976,2,2053,2019,desktop,0,56.135.85.71,0.09,Kolkata,14,0,5,8,0,12102,10347.63,0.145,0.145,0,0,0,0
10822.0,INR,ATM,luxury,M165,0.12,U1629,567,2,1031,910,desktop,0,166.107.69.146,0.03,Hyderabad,14,0,5,14,0,39166,28344.0,0.276,0.276,0,0,0,0
8893.89,INR,card,electronics,M135,0.81,U4081,95,1,3726,3449,tablet,1,208.100.7.253,0.8,Pune,1,2,14,33,3,9486,592.11,0.938,0.938,1,1,1,1
1144.44,INR,card,electronics,M423,0.08,U3334,460,3,3557,3798,mobile,0,222.55.116.210,0.08,Pune,8,1,1,9,1,27133,25988.56,0.042,0.042,0,0,0,0
34665.2,INR,UPI,retail,M694,0.77,U3966,388,2,4103,3850,desktop,1,187.57.131.110,0.96,Delhi,4,0,11,28,5,39030,4364.8,0.888,0.888,1,1,1,1
3064.28,INR,ATM,travel,M801,0.39,U1300,40,1,3789,3824,tablet,0,124.109.13.232,0.25,Chennai,10,0,4,7,1,22946,19881.72,0.134,0.134,0,0,0,0
9943.45,INR,card,retail,M307,0.36,U1459,734,3,3182,3027,desktop,0,254.98.14.192,0.08,Pune,11,3,4,5,0,41605,31661.55,0.239,0.239,0,0,0,0
12340.16,INR,UPI,investment,M689,0.06,U2447,445,2,937,873,tablet,0,58.235.115.130,0.37,Mumbai,18,3,4,19,2,47533,35192.84,0.26,0.26,0,0,0,0
6560.77,INR,netbanking,retail,M129,0.14,U2472,742,3,3381,3407,desktop,0,174.85.109.167,0.11,Pune,8,0,4,23,1,27863,21302.23,0.235,0.235,0,0,0,0
1806.8,INR,ATM,gaming,M240,0.15,U3046,64,2,4591,4417,tablet,0,229.170.144.137,0.37,Chennai,18,5,2,7,0,10746,8939.2,0.168,0.168,0,0,0,0
18801.58,INR,UPI,investment,M455,0.93,U5228,940,1,2198,2422,tablet,1,249.177.36.180,0.75,Mumbai,0,2,12,31,4,23425,4623.42,0.803,0.803,1,1,1,1
42815.39,INR,netbanking,electronics,M674,0.62,U4764,925,2,1455,1625,mobile,1,171.16.81.216,0.77,Chennai,4,1,10,14,4,49009,6193.61,0.874,0.874,1,1,1,1
1085.67,INR,card,travel,M148,0.12,U3113,165,3,3271,3127,tablet,0,12.174.187.67,0.25,Chennai,13,5,1,17,2,5095,4009.33,0.213,0.213,0,0,0,0
1465.36,INR,netbanking,electronics,M557,0.35,U1027,86,3,4321,4301,tablet,0,227.249.0.19,0.25,Bangalore,17,1,5,7,1,6028,4562.64,0.243,0.243,0,0,0,0
42018.04,INR,netbanking,gaming,M375,0.92,U4839,947,3,3546,3564,tablet,1,152.11.144.109,0.79,Pune,3,3,11,29,5,47431,5412.96,0.886,0.886,1,1,1,1
12378.91,INR,UPI,electronics,M353,0.63,U5522,621,1,678,766,desktop,1,21.36.223.209,0.97,Kolkata,0,4,9,17,6,13538,1159.09,0.914,0.914,1,1,1,1
8639.17,INR,card,food,M212,0.07,U1837,200,3,2834,2709,mobile,0,86.216.73.152,0.19,Mumbai,8,1,1,5,0,31587,22947.83,0.274,0.274,0,0,0,0
18108.13,INR,UPI,electronics,M161,0.68,U4826,812,1,3921,3712,tablet,1,9.207.190.87,0.74,Delhi,4,0,9,25,2,21248,3139.87,0.852,0.852,1,1,1,1
2308.53,INR,ATM,crypto,M499,0.34,U3008,689,3,4104,3930,desktop,0,86.138.171.29,0.02,Hyderabad,12,5,4,23,2,9899,7590.47,0.233,0.233,0,0,0,0
27588.72,INR,ATM,electronics,M468,0.77,U5907,46,3,4414,4506,mobile,1,195.179.235.178,0.72,Chennai,4,0,10,28,5,30306,2717.28,0.91,0.91,1,1,1,1
781.53,INR,ATM,gaming,M117,0.0,U1503,620,1,4442,4682,desktop,0,248.157.205.11,0.38,Chennai,13,0,1,15,2,15836,15054.47,0.049,0.049,0,0,0,0
44617.33,INR,ATM,crypto,M700,0.64,U4206,167,3,3039,2799,desktop,1,98.35.100.152,0.91,Bangalore,2,2,14,20,4,49132,4514.67,0.908,0.908,1,1,1,1
17224.83,INR,ATM,crypto,M844,0.84,U5304,68,1,1238,1180,tablet,1,209.142.218.121,0.94,Delhi,2,1,12,23,5,21205,3980.17,0.812,0.812,1,1,1,1
7988.72,INR,ATM,food,M700,0.09,U1380,827,2,4805,5094,desktop,0,85.236.34.30,0.38,Kolkata,15,2,3,8,0,29009,21020.28,0.275,0.275,0,0,0,0
2613.21,INR,card,crypto,M622,0.26,U2851,141,1,4471,4405,desktop,0,56.12.67.245,0.36,Kolkata,14,5,5,10,2,16757,14143.79,0.156,0.156,0,0,0,0
7270.32,INR,UPI,crypto,M715,0.07,U2525,174,3,2503,2728,mobile,0,36.151.152.96,0.19,Pune,8,4,2,13,1,35315,28044.68,0.206,0.206,0,0,0,0
4605.39,INR,ATM,investment,M906,0.22,U3365,966,2,2917,3076,mobile,0,216.167.228.242,0.18,Pune,15,4,3,15,1,31593,26987.61,0.146,0.146,0,0,0,0
27593.98,INR,card,gaming,M172,0.61,U5147,287,3,1248,954,tablet,1,138.138.35.46,0.92,Bangalore,1,4,8,15,3,28637,1043.02,0.964,0.964,1,1,1,0
12679.6,INR,UPI,gaming,M923,0.96,U4052,245,2,4521,4485,mobile,1,57.114.42.117,0.99,Kolkata,3,0,10,22,2,14780,2100.4,0.858,0.858,1,1,1,1
33610.2,INR,netbanking,investment,M800,0.85,U3884,926,2,2770,2953,mobile,1,206.64.97.254,0.97,Kolkata,3,1,10,24,2,40036,6425.8,0.839,0.839,1,1,1,1
4136.94,INR,ATM,crypto,M390,0.39,U3340,771,1,2494,2241,mobile,0,11.12.169.29,0.13,Pune,19,4,2,12,0,37865,33728.06,0.109,0.109,0,0,0,0
11365.29,INR,ATM,investment,M831,0.3,U1374,530,3,2041,1886,tablet,0,185.154.240.189,0.22,Pune,12,1,1,20,1,49562,38196.71,0.229,0.229,0,0,0,0
13614.34,INR,card,food,M211,0.98,U4260,32,1,802,946,mobile,1,161.203.0.239,0.95,Chennai,2,0,9,11,5,15443,1828.66,0.882,0.882,1,1,1,1
11181.7,INR,netbanking,electronics,M638,0.29,U3381,716,3,616,691,mobile,0,208.224.157.190,0.15,Delhi,20,2,5,23,1,43659,32477.3,0.256,0.256,0,0,0,0
6172.41,INR,UPI,gaming,M567,0.75,U5309,33,3,3607,3411,desktop,1,111.100.220.1,0.92,Chennai,4,5,10,15,2,7404,1231.59,0.834,0.834,1,1,1,0
6581.33,INR,ATM,crypto,M495,0.37,U1939,447,2,4277,4027,tablet,0,85.179.65.176,0.22,Pune,14,3,5,19,1,32386,25804.67,0.203,0.203,0,0,0,0
41113.42,INR,card,travel,M589,0.8,U5198,146,3,2284,2013,mobile,1,209.86.229.103,0.91,Hyderabad,3,1,11,19,7,45988,4874.58,0.894,0.894,1,1,1,1
36045.46,INR,UPI,luxury,M245,0.86,U5165,169,3,537,570,mobile,1,190.117.2.148,0.85,Bangalore,4,3,11,14,6,42740,6694.54,0.843,0.843,1,1,1,1
37734.5,INR,netbanking,investment,M928,0.9,U3799,922,2,1921,1763,desktop,1,64.44.181.233,0.91,Delhi,1,3,9,24,4,44104,6369.5,0.856,0.856,1,1,1,1
5663.64,INR,UPI,food,M658,0.36,U3147,553,3,2226,2418,desktop,0,195.220.62.250,0.32,Kolkata,18,0,2,3,2,44015,38351.36,0.129,0.129,0,0,0,0
40609.69,INR,ATM,retail,M584,0.65,U4817,526,1,3077,3173,mobile,1,131.65.161.98,0.98,Chennai,0,1,8,20,3,49671,9061.31,0.818,0.818,1,1,1,1
35429.49,INR,ATM,retail,M916,0.81,U5540,683,3,2901,2996,desktop,1,10.15.32.62,0.85,Hyderabad,3,2,13,18,6,37937,2507.51,0.934,0.934,1,1,1,1
40316.85,INR,netbanking,luxury,M155,0.8,U5216,270,3,3848,4045,mobile,1,246.146.239.109,0.71,Hyderabad,3,5,12,26,2,48763,8446.15,0.827,0.827,1,1,1,1
1188.89,INR,card,gaming,M566,0.12,U3068,314,1,4922,5169,mobile,0,161.4.86.103,0.08,Chennai,10,4,3,15,2,33521,32332.11,0.035,0.035,0,0,0,0
8887.29,INR,netbanking,retail,M441,0.04,U1529,449,1,3497,3440,desktop,0,150.173.135.171,0.07,Delhi,18,5,2,19,2,41554,32666.71,0.214,0.214,0,0,0,0
31607.48,INR,UPI,retail,M988,0.76,U5604,491,2,3103,3158,desktop,1,200.146.189.173,0.96,Pune,1,4,10,13,7,34839,3231.52,0.907,0.907,1,1,1,1
2175.79,INR,ATM,travel,M903,0.01,U1636,568,1,4979,4915,mobile,0,127.133.51.76,0.2,Mumbai,18,0,4,6,0,12818,10642.21,0.17,0.17,0,0,0,0
8218.35,INR,card,electronics,M776,0.07,U2269,165,3,2636,2473,tablet,0,9.76.81.151,0.18,Mumbai,10,2,5,20,2,30003,21784.65,0.274,0.274,0,0,0,0
3391.45,INR,card,retail,M727,0.18,U1185,143,3,4339,4398,desktop,0,43.15.220.203,0.2,Bangalore,19,3,2,19,2,15024,11632.55,0.226,0.226,0,0,0,1
4644.53,INR,card,retail,M817,0.74,U5349,986,3,1465,1181,desktop,1,164.155.84.23,0.97,Delhi,1,1,11,22,6,5162,517.47,0.9,0.9,1,1,1,1
15840.35,INR,card,food,M427,0.99,U4179,145,2,4272,4514,tablet,1,81.223.255.23,0.75,Hyderabad,2,4,9,17,6,17847,2006.65,0.888,0.888,1,1,1,1
12257.16,INR,netbanking,crypto,M306,0.63,U4454,740,2,3450,3522,mobile,1,36.31.170.234,0.82,Bangalore,2,3,10,27,6,12745,487.84,0.962,0.962,1,1,1,1
615.95,INR,card,crypto,M404,0.05,U2797,276,3,3231,3503,mobile,0,29.121.220.209,0.09,Chennai,19,3,2,19,1,5547,4931.05,0.111,0.111,0,0,0,0
47216.98,INR,ATM,retail,M722,0.76,U3979,382,1,4118,3975,desktop,1,226.189.119.180,0.83,Delhi,4,5,10,12,5,49840,2623.02,0.947,0.947,1,1,1,1
3595.81,INR,ATM,crypto,M423,0.07,U2441,656,2,2002,2054,desktop,0,220.245.243.54,0.0,Pune,8,1,2,18,0,47723,44127.19,0.075,0.075,0,0,0,0
7546.27,INR,card,electronics,M749,0.77,U4427,660,1,872,626,mobile,1,38.217.45.30,0.72,Chennai,0,1,12,26,2,8912,1365.73,0.847,0.847,1,1,1,1
9257.23,INR,UPI,gaming,M770,0.89,U5874,64,3,3095,2895,desktop,1,29.95.123.159,0.85,Kolkata,1,1,8,19,6,11222,1964.77,0.825,0.825,1,1,1,1
3568.91,INR,UPI,investment,M564,0.36,U2535,200,2,4945,5189,tablet,0,29.82.233.20,0.15,Kolkata,19,4,1,6,0,26517,22948.09,0.135,0.135,0,0,0,0
45743.64,INR,netbanking,gaming,M380,0.64,U4443,283,2,1020,968,mobile,1,75.81.212.111,0.97,Delhi,1,0,8,19,5,49616,3872.36,0.922,0.922,1,1,1,1
2270.26,INR,netbanking,gaming,M164,0.23,U2273,687,2,1516,1395,mobile,0,68.106.64.1,0.02,Pune,9,0,3,6,0,8459,6188.74,0.268,0.268,0,0,0,0
322.26,INR,card,investment,M862,0.05,U3467,988,3,2371,2199,desktop,0,176.194.142.24,0.3,Pune,14,1,5,6,1,7938,7615.74,0.041,0.041,0,0,0,0
8956.96,INR,UPI,investment,M777,0.12,U1607,335,2,2781,2688,mobile,0,148.215.235.37,0.16,Hyderabad,19,2,3,21,2,46483,37526.04,0.193,0.193,0,0,0,1
23315.01,INR,netbanking,electronics,M322,0.79,U4513,101,3,834,622,mobile,1,196.166.192.221,0.84,Chennai,2,0,8,23,5,27931,4615.99,0.835,0.835,1,1,1,1
2613.11,INR,card,gaming,M250,0.37,U2712,814,3,1154,1221,desktop,0,145.215.32.34,0.23,Bangalore,13,4,2,18,1,24191,21577.89,0.108,0.108,0,0,0,1
2803.95,INR,card,luxury,M855,0.16,U3199,778,3,533,360,mobile,0,224.68.240.3,0.11,Chennai,20,2,3,13,1,28706,25902.05,0.098,0.098,0,0,0,0
4767.33,INR,netbanking,food,M554,0.29,U1955,170,2,706,850,desktop,0,157.88.182.238,0.03,Kolkata,21,2,5,10,0,20615,15847.67,0.231,0.231,0,0,0,0
12636.34,INR,ATM,gaming,M131,0.64,U3579,891,3,4365,4488,mobile,1,131.190.199.243,0.98,Bangalore,1,4,9,19,4,13472,835.66,0.938,0.938,1,1,1,1
7735.17,INR,netbanking,retail,M153,0.95,U4897,337,3,2238,2046,tablet,1,246.240.113.32,0.76,Delhi,3,4,8,9,7,8011,275.83,0.966,0.966,1,1,1,1
35044.75,INR,UPI,electronics,M336,0.98,U5425,343,3,699,504,tablet,1,236.58.187.252,0.79,Pune,1,0,14,30,6,36706,1661.25,0.955,0.955,1,1,1,1
39483.17,INR,ATM,crypto,M788,0.75,U4380,262,3,4779,4667,tablet,1,105.182.32.188,0.99,Pune,0,4,14,21,3,42019,2535.83,0.94,0.94,1,1,1,1
40339.92,INR,netbanking,investment,M610,0.61,U4685,743,3,2702,2916,tablet,1,96.58.100.112,0.99,Hyderabad,0,0,8,12,3,41913,1573.08,0.962,0.962,1,1,1,1
4896.94,INR,card,travel,M164,0.11,U1403,105,2,3469,3455,tablet,0,239.81.1.154,0.31,Hyderabad,14,5,5,11,2,16500,11603.06,0.297,0.297,0,0,0,0
4112.29,INR,netbanking,travel,M943,0.38,U3071,659,2,2323,2463,mobile,0,17.147.52.168,0.09,Hyderabad,15,0,2,17,2,38321,34208.71,0.107,0.107,0,0,0,0
21689.41,INR,ATM,retail,M574,0.74,U5755,227,3,1629,1686,tablet,1,143.85.209.199,0.74,Kolkata,2,2,12,20,2,25373,3683.59,0.855,0.855,1,1,1,1
9757.06,INR,netbanking,travel,M496,0.01,U2977,527,1,3905,3695,desktop,0,254.96.63.13,0.38,Hyderabad,11,1,3,16,0,40236,30478.94,0.242,0.242,0,0,0,1
6105.44,INR,card,food,M875,0.3,U1158,582,2,2217,2195,desktop,0,210.36.98.233,0.24,Chennai,14,0,1,14,1,23967,17861.56,0.255,0.255,0,0,0,0
1697.0,INR,ATM,luxury,M385,0.05,U2748,267,2,4906,4843,desktop,0,178.17.239.91,0.02,Pune,18,0,4,19,0,18000,16303.0,0.094,0.094,0,0,0,0
27540.38,INR,ATM,luxury,M644,0.8,U3909,103,3,4392,4405,mobile,1,81.68.19.20,0.81,Bangalore,4,3,13,25,5,28274,733.62,0.974,0.974,1,1,1,0
5968.99,INR,UPI,travel,M608,0.74,U4534,971,1,3599,3496,tablet,1,165.242.80.225,0.82,Hyderabad,3,3,14,18,5,6790,821.01,0.879,0.879,1,1,1,1
1892.53,INR,netbanking,luxury,M508,0.06,U1902,885,3,1305,1105,mobile,0,221.160.72.199,0.05,Chennai,8,3,3,14,0,6856,4963.47,0.276,0.276,0,0,0,0
5803.91,INR,netbanking,retail,M773,0.26,U1352,648,2,1692,1533,mobile,0,112.158.165.98,0.39,Pune,8,0,4,22,0,33699,27895.09,0.172,0.172,0,0,0,0
11124.45,INR,netbanking,luxury,M550,0.37,U2230,221,2,4976,4686,tablet,0,53.223.16.171,0.24,Pune,15,0,4,16,0,47762,36637.55,0.233,0.233,0,0,0,0
12365.28,INR,UPI,food,M357,0.79,U5670,525,3,2263,2280,mobile,1,174.45.138.69,0.96,Hyderabad,2,2,11,15,4,13464,1098.72,0.918,0.918,1,1,1,1
7094.78,INR,ATM,travel,M843,0.19,U3140,809,3,1878,2052,tablet,0,217.190.83.76,0.3,Bangalore,20,1,4,7,0,30869,23774.22,0.23,0.23,0,0,0,0
2655.13,INR,card,gaming,M179,0.04,U1444,617,1,4927,5186,desktop,0,129.83.94.248,0.33,Mumbai,12,2,3,14,2,18745,16089.87,0.142,0.142,0,0,0,0
6858.96,INR,netbanking,food,M181,0.66,U5948,400,3,4522,4714,tablet,1,114.112.82.31,0.97,Hyderabad,2,5,8,22,2,7789,930.04,0.881,0.881,1,1,1,1
8222.46,INR,ATM,food,M771,0.3,U1754,219,1,1231,998,desktop,0,153.159.122.183,0.16,Mumbai,19,0,1,3,0,42961,34738.54,0.191,0.191,0,0,0,0
4126.47,INR,UPI,crypto,M949,0.17,U2737,447,1,1089,1379,desktop,0,151.214.110.122,0.19,Kolkata,11,2,3,5,2,45366,41239.53,0.091,0.091,0,0,0,0
21876.69,INR,netbanking,investment,M891,0.93,U3971,178,2,3556,3308,mobile,1,226.220.126.141,0.83,Mumbai,2,0,9,28,6,26024,4147.31,0.841,0.841,1,1,1,1
44584.93,INR,UPI,crypto,M255,0.8,U5979,837,1,1816,1728,mobile,1,7.56.201.47,0.93,Delhi,0,2,9,20,5,46029,1444.07,0.969,0.969,1,1,1,1
36536.49,INR,ATM,luxury,M404,0.95,U3920,213,2,3938,4041,desktop,1,25.44.174.19,0.92,Hyderabad,2,4,8,11,6,38255,1718.51,0.955,0.955,1,1,1,1
6903.09,INR,netbanking,retail,M677,0.31,U1311,478,2,2390,2666,mobile,0,6.21.48.159,0.15,Mumbai,10,5,3,20,1,43783,36879.91,0.158,0.158,0,0,0,0
492.49,INR,card,travel,M118,0.14,U1548,644,1,3301,3152,desktop,0,202.160.245.178,0.02,Chennai,15,3,5,21,2,14106,13613.51,0.035,0.035,0,0,0,0
40282.28,INR,UPI,investment,M830,0.81,U5052,78,3,3597,3342,tablet,1,171.245.61.132,0.88,Delhi,0,4,9,27,4,49559,9276.72,0.813,0.813,1,1,1,1
5999.97,INR,ATM,investment,M158,0.91,U5761,64,3,574,719,tablet,1,107.153.237.186,0.7,Delhi,3,2,10,13,4,6150,150.03,0.976,0.976,1,1,1,1
4014.37,INR,netbanking,retail,M494,0.17,U2989,513,3,2638,2787,desktop,0,101.215.18.53,0.03,Hyderabad,11,4,2,20,0,29017,25002.63,0.138,0.138,0,0,0,0
1700.08,INR,ATM,travel,M624,0.19,U1306,520,1,587,332,mobile,0,91.208.161.10,0.13,Mumbai,10,1,5,8,1,6684,4983.92,0.254,0.254,0,0,0,0
6808.65,INR,card,luxury,M752,0.25,U3335,383,2,995,1094,tablet,0,51.98.170.206,0.25,Delhi,21,2,5,7,0,25341,18532.35,0.269,0.269,0,0,0,0
3918.98,INR,ATM,gaming,M207,0.08,U1694,578,3,4586,4399,mobile,0,221.172.212.156,0.22,Hyderabad,8,5,3,13,1,17431,13512.02,0.225,0.225,0,0,0,0
2226.18,INR,UPI,retail,M549,0.35,U3356,576,1,2251,2163,mobile,0,49.143.57.89,0.29,Kolkata,15,3,2,3,1,10473,8246.82,0.213,0.213,0,0,0,1
8068.11,INR,UPI,crypto,M430,0.17,U2927,101,1,3228,3119,mobile,0,145.188.112.13,0.27,Delhi,15,5,3,22,0,44157,36088.89,0.183,0.183,0,0,0,0
8441.52,INR,ATM,travel,M728,0.06,U1684,756,1,4653,4919,tablet,0,137.114.150.83,0.35,Delhi,17,3,2,7,2,32649,24207.48,0.259,0.259,0,0,0,0
174.35,INR,ATM,retail,M644,0.22,U1749,152,1,1882,2173,desktop,0,192.164.92.156,0.19,Chennai,20,3,4,21,2,23842,23667.65,0.007,0.007,0,0,0,0
21348.38,INR,card,retail,M907,0.97,U5008,924,3,4227,4337,tablet,1,205.198.186.50,0.95,Chennai,2,3,13,28,7,21967,618.62,0.972,0.972,1,1,1,1
827.65,INR,card,crypto,M120,0.22,U2266,445,3,3758,3752,mobile,0,67.242.137.108,0.33,Pune,11,2,3,13,2,17451,16623.35,0.047,0.047,0,0,0,0
19750.07,INR,UPI,investment,M231,0.81,U4285,544,1,3243,3042,desktop,1,170.79.75.123,0.91,Delhi,0,4,9,13,6,20521,770.93,0.962,0.962,1,1,1,1
21714.5,INR,UPI,crypto,M712,0.87,U4529,548,2,2787,3028,mobile,1,90.242.134.173,0.89,Mumbai,0,5,8,10,5,25790,4075.5,0.842,0.842,1,1,1,1
33457.01,INR,ATM,crypto,M591,0.96,U5423,243,1,808,1107,mobile,1,201.57.206.63,0.85,Hyderabad,2,0,10,13,2,37444,3986.99,0.894,0.894,1,1,1,1
8746.08,INR,UPI,gaming,M331,0.8,U4984,942,2,2535,2530,mobile,1,61.143.176.146,0.92,Kolkata,1,0,14,17,7,9845,1098.92,0.888,0.888,1,1,1,1
26569.21,INR,card,retail,M628,0.7,U4083,100,3,4897,5093,desktop,1,93.243.181.149,0.81,Mumbai,0,3,8,21,6,32950,6380.79,0.806,0.806,1,1,1,1
37325.83,INR,UPI,electronics,M929,0.87,U4061,591,2,4726,4811,desktop,1,166.35.185.64,0.76,Delhi,1,0,11,13,5,38733,1407.17,0.964,0.964,1,1,1,1
9480.84,INR,UPI,travel,M532,0.97,U4025,925,2,4524,4701,desktop,1,138.130.25.208,0.87,Chennai,1,5,13,21,6,11544,2063.16,0.821,0.821,1,1,1,1
9003.53,INR,netbanking,electronics,M750,0.08,U1970,690,2,4838,4712,tablet,0,55.132.235.150,0.28,Pune,20,2,5,16,0,30280,21276.47,0.297,0.297,0,0,0,0
4963.99,INR,netbanking,retail,M822,0.04,U1013,317,2,2363,2215,mobile,0,96.87.170.218,0.35,Kolkata,14,4,2,4,2,21975,17011.01,0.226,0.226,0,0,0,0
6659.35,INR,netbanking,retail,M775,0.05,U1873,365,3,770,545,desktop,0,198.132.10.138,0.31,Mumbai,18,3,2,5,1,24626,17966.65,0.27,0.27,0,0,0,0
5323.95,INR,card,electronics,M117,0.08,U1808,353,3,4638,4459,mobile,0,45.21.162.186,0.15,Chennai,20,1,3,17,1,41964,36640.05,0.127,0.127,0,0,0,0
23003.04,INR,netbanking,travel,M310,0.88,U4198,201,3,2330,2156,desktop,1,33.82.177.28,0.87,Mumbai,1,2,11,28,6,27136,4132.96,0.848,0.848,1,1,1,1
1584.37,INR,netbanking,travel,M855,0.28,U1514,749,1,2673,2381,mobile,0,211.160.130.136,0.32,Bangalore,10,4,3,20,1,7961,6376.63,0.199,0.199,0,0,0,0
17608.19,INR,ATM,luxury,M333,0.64,U5472,79,3,3084,2921,tablet,1,142.38.112.74,0.83,Bangalore,2,1,8,23,7,19520,1911.81,0.902,0.902,1,1,1,1
6260.76,INR,card,food,M721,0.29,U1409,475,1,2820,2714,desktop,0,54.157.220.34,0.24,Delhi,16,0,1,3,1,48598,42337.24,0.129,0.129,0,0,0,0
17230.12,INR,UPI,travel,M131,0.76,U4408,457,3,3321,3042,tablet,1,74.226.211.61,0.81,Kolkata,3,5,9,28,2,18157,926.88,0.949,0.949,1,1,1,1
28836.43,INR,UPI,retail,M287,0.82,U5342,198,2,1498,1705,tablet,1,21.202.101.173,0.74,Delhi,3,5,8,13,3,31716,2879.57,0.909,0.909,1,1,1,1
3006.14,INR,netbanking,investment,M885,0.37,U1207,38,3,3673,3764,tablet,0,255.144.53.245,0.28,Pune,19,1,4,17,1,12629,9622.86,0.238,0.238,0,0,0,0
32226.8,INR,ATM,luxury,M173,0.66,U4691,754,3,2057,2242,desktop,1,154.156.64.131,0.94,Hyderabad,1,3,14,29,2,35165,2938.2,0.916,0.916,1,1,1,1
1046.15,INR,ATM,electronics,M530,0.26,U1458,64,1,4819,4939,desktop,0,34.184.86.42,0.17,Mumbai,17,5,4,16,2,19897,18850.85,0.053,0.053,0,0,0,0
43439.34,INR,netbanking,retail,M642,0.61,U4471,395,2,600,857,mobile,1,2.137.33.189,0.79,Kolkata,4,5,10,21,4,45575,2135.66,0.953,0.953,1,1,1,1
2525.71,INR,netbanking,electronics,M634,0.25,U3430,661,2,4357,4253,tablet,0,207.66.213.240,0.04,Pune,10,2,3,5,1,29211,26685.29,0.086,0.086,0,0,0,0
35301.96,INR,netbanking,investment,M636,0.79,U4657,614,1,4208,4446,tablet,1,36.80.126.236,0.85,Pune,2,1,12,22,5,41373,6071.04,0.853,0.853,1,1,1,1
2550.33,INR,UPI,travel,M724,0.16,U1110,686,2,2644,2622,tablet,0,202.103.151.226,0.18,Chennai,20,3,5,17,2,34827,32276.67,0.073,0.073,0,0,0,0
40639.91,INR,card,investment,M192,0.82,U5589,766,2,2704,2625,mobile,1,117.35.213.30,0.7,Mumbai,0,5,9,18,7,47569,6929.09,0.854,0.854,1,1,1,1
44157.34,INR,ATM,crypto,M379,0.84,U5044,755,2,1662,1414,tablet,1,206.168.136.98,0.93,Bangalore,3,4,11,13,6,45468,1310.66,0.971,0.971,1,1,1,1
3762.4,INR,UPI,food,M154,0.15,U2883,980,1,4374,4477,tablet,0,176.106.155.59,0.09,Chennai,13,1,4,10,2,21360,17597.6,0.176,0.176,0,0,0,0
3304.43,INR,card,crypto,M371,0.39,U2713,635,2,836,1011,tablet,0,184.18.163.5,0.0,Bangalore,16,2,2,18,1,18055,14750.57,0.183,0.183,0,0,0,0
35038.83,INR,ATM,gaming,M962,0.66,U4958,598,3,3859,3899,desktop,1,245.127.10.133,0.88,Mumbai,3,5,11,21,7,36838,1799.17,0.951,0.951,1,1,1,1
9874.81,INR,card,electronics,M411,0.65,U4399,309,3,3346,3588,tablet,1,177.19.192.59,0.82,Hyderabad,4,2,8,21,3,11362,1487.19,0.869,0.869,1,1,1,1
240.37,INR,ATM,luxury,M995,0.28,U1552,984,3,1185,1120,tablet,0,121.69.15.202,0.26,Hyderabad,19,4,3,10,1,15434,15193.63,0.016,0.016,0,0,0,0
2150.66,INR,ATM,retail,M747,0.1,U2439,949,3,3535,3729,desktop,0,49.137.70.183,0.13,Delhi,10,2,1,14,1,34635,32484.34,0.062,0.062,0,0,0,1
4536.75,INR,netbanking,luxury,M632,0.25,U3270,402,2,3498,3645,desktop,0,145.182.124.84,0.17,Bangalore,11,4,3,18,1,46406,41869.25,0.098,0.098,0,0,0,0
39461.59,INR,card,food,M278,0.7,U4144,925,1,4641,4486,mobile,1,226.149.185.141,0.91,Kolkata,1,0,8,15,6,47088,7626.41,0.838,0.838,1,1,1,1
45577.79,INR,netbanking,food,M122,0.77,U3821,913,2,3636,3520,mobile,1,220.235.182.120,0.86,Kolkata,1,5,8,12,3,48720,3142.21,0.936,0.936,1,1,1,1
19776.02,INR,UPI,luxury,M573,0.91,U5781,141,1,2782,3061,tablet,1,4.223.26.195,0.99,Chennai,0,2,10,15,5,23484,3707.98,0.842,0.842,1,1,1,1
3478.2,INR,ATM,electronics,M122,0.39,U2925,920,1,2223,2124,tablet,0,184.124.208.172,0.12,Pune,18,1,2,11,1,16250,12771.8,0.214,0.214,0,0,0,0
6371.12,INR,card,gaming,M344,0.06,U1634,666,1,4482,4775,tablet,0,57.9.31.229,0.4,Bangalore,17,1,5,21,0,25512,19140.88,0.25,0.25,0,0,0,0
45504.3,INR,card,food,M693,0.68,U5805,468,1,4612,4680,desktop,1,81.61.133.9,0.85,Pune,2,0,11,18,2,49302,3797.7,0.923,0.923,1,1,1,1
753.83,INR,netbanking,retail,M837,0.38,U1316,745,3,4700,4888,tablet,0,159.142.112.2,0.01,Delhi,9,5,5,15,2,47164,46410.17,0.016,0.016,0,0,0,0
